candidate_id,axis_id,alpha_hash,symbol,timeframe,intended_side_mode,status,reject_reason,blocker_reason,gross_bps,cost_bps,net_bps,trade_count,long_trade_count,short_trade_count,a1_pass,a2_pass,clip_method,clip_threshold,trigger_type,band_k
d37f2d35b1fbd2db09d96f9115535dc4b054e51a056fa42a313f1cd72dfb973a,C,d743dd97673d2cdc0d1500ade3128956c67790940f91f33db09cc5d8630d74bd,1000PEPEUSDT,15m,LONG,REJECTED,no_trades_generated,,0.0,0.0,0.0,0,0,0,False,False,,,sign_flip,
365b701742b2bf5a5ffbafa8e0ba46dbc2d5001b10fdcf5a9e833bdea90814fb,C,d743dd97673d2cdc0d1500ade3128956c67790940f91f33db09cc5d8630d74bd,1000PEPEUSDT,15m,SHORT,REJECTED,no_trades_generated,,0.0,0.0,0.0,0,0,0,False,False,,,sign_flip,
ac4304ad243efe3458767874e6dc9f047b8456bbd558747de99b8fd7a33d5d88,C,d743dd97673d2cdc0d1500ade3128956c67790940f91f33db09cc5d8630d74bd,1000SHIBUSDT,15m,LONG,REJECTED,no_trades_generated,,0.0,0.0,0.0,0,0,0,False,False,,,sign_flip,
b2b7068983d02091f4654ea4c484154174623d7e1cda8bceb7a96e4624d4d9df,C,d743dd97673d2cdc0d1500ade3128956c67790940f91f33db09cc5d8630d74bd,1000SHIBUSDT,15m,SHORT,REJECTED,no_trades_generated,,0.0,0.0,0.0,0,0,0,False,False,,,sign_flip,
feb67930d6044fc7ce521cef145fbcaa058cb61a3cc5fac513528d9b94125e79,C,d743dd97673d2cdc0d1500ade3128956c67790940f91f33db09cc5d8630d74bd,AAVEUSDT,15m,LONG,REJECTED,no_trades_generated,,0.0,0.0,0.0,0,0,0,False,False,,,sign_flip,
c385412156ed3429fc11c5602c3e429a34f971947bfee29dc26d37ca070abf2a,C,d743dd97673d2cdc0d1500ade3128956c67790940f91f33db09cc5d8630d74bd,AAVEUSDT,15m,SHORT,REJECTED,no_trades_generated,,0.0,0.0,0.0,0,0,0,False,False,,,sign_flip,
35cf7a22bf35ec3ce7c058a28f16340d73e6d45653d411f1a3c4eca2f83a0d2b,C,d743dd97673d2cdc0d1500ade3128956c67790940f91f33db09cc5d8630d74bd,AVAXUSDT,15m,LONG,REJECTED,no_trades_generated,,0.0,0.0,0.0,0,0,0,False,False,,,sign_flip,
af3eb764e522af2f17a484b437f7aef985e9cd592fb50fa7642439fc35386f17,C,d743dd97673d2cdc0d1500ade3128956c67790940f91f33db09cc5d8630d74bd,AVAXUSDT,15m,SHORT,REJECTED,no_trades_generated,,0.0,0.0,0.0,0,0,0,False,False,,,sign_flip,
6f28ab6bfc30cebd7e5bbd2b9e8cea12115c8227880eeb41ed9a5c148c776dd7,C,d743dd97673d2cdc0d1500ade3128956c67790940f91f33db09cc5d8630d74bd,BNBUSDT,15m,LONG,REJECTED,no_trades_generated,,0.0,0.0,0.0,0,0,0,False,False,,,sign_flip,
24370d5b61f73e83fbf7a5ae157453db5e02fab8037762ff526de2bd10322bea,C,d743dd97673d2cdc0d1500ade3128956c67790940f91f33db09cc5d8630d74bd,BNBUSDT,15m,SHORT,REJECTED,no_trades_generated,,0.0,0.0,0.0,0,0,0,False,False,,,sign_flip,
26fd69890fb8300e0ec92e5e5fcb3c04d033ce5cc244f3d1184529893e5f2250,C,d743dd97673d2cdc0d1500ade3128956c67790940f91f33db09cc5d8630d74bd,BTCUSDT,15m,LONG,REJECTED,no_trades_generated,,0.0,0.0,0.0,0,0,0,False,False,,,sign_flip,
7e30405e692912a91a8a91071245a4c2e6de47ac6ec86459616e5a26e5557288,C,d743dd97673d2cdc0d1500ade3128956c67790940f91f33db09cc5d8630d74bd,BTCUSDT,15m,SHORT,REJECTED,no_trades_generated,,0.0,0.0,0.0,0,0,0,False,False,,,sign_flip,
6b7deb2ccee7199381ad85fe8177ecf2c80bc202b490beb052df62ea06575d37,C,d743dd97673d2cdc0d1500ade3128956c67790940f91f33db09cc5d8630d74bd,DOGEUSDT,15m,LONG,REJECTED,no_trades_generated,,0.0,0.0,0.0,0,0,0,False,False,,,sign_flip,
8a9054bba2914bfcd7cc9c8cfa5a9b24870bcd23b30c133a246b9f51abcad12d,C,d743dd97673d2cdc0d1500ade3128956c67790940f91f33db09cc5d8630d74bd,DOGEUSDT,15m,SHORT,REJECTED,no_trades_generated,,0.0,0.0,0.0,0,0,0,False,False,,,sign_flip,
d8c35ade59359af9ab1f952863e71a143e2460f3ead9422470fdbb6eb1b09af1,C,d743dd97673d2cdc0d1500ade3128956c67790940f91f33db09cc5d8630d74bd,DOTUSDT,15m,LONG,REJECTED,no_trades_generated,,0.0,0.0,0.0,0,0,0,False,False,,,sign_flip,
8b8f29d31981f4276e2b2437bd0d6abcc18d8c8b0a30f3cd99b4abc112ae8e52,C,d743dd97673d2cdc0d1500ade3128956c67790940f91f33db09cc5d8630d74bd,DOTUSDT,15m,SHORT,REJECTED,no_trades_generated,,0.0,0.0,0.0,0,0,0,False,False,,,sign_flip,
c99d808131763d010ab616ca369a3ca2f67fc61e7cf9575b1eb64d71285056ac,C,d743dd97673d2cdc0d1500ade3128956c67790940f91f33db09cc5d8630d74bd,ETHUSDT,15m,LONG,REJECTED,no_trades_generated,,0.0,0.0,0.0,0,0,0,False,False,,,sign_flip,
c15541225e9f61fd09af2dadeffc78c25b3ac8f9e45fc4513fe493f5c6fc7151,C,d743dd97673d2cdc0d1500ade3128956c67790940f91f33db09cc5d8630d74bd,ETHUSDT,15m,SHORT,REJECTED,no_trades_generated,,0.0,0.0,0.0,0,0,0,False,False,,,sign_flip,
2f2cda1d253e689ecbc16712dc12aaec808ffee8d7c2a44a058118223b716003,C,d743dd97673d2cdc0d1500ade3128956c67790940f91f33db09cc5d8630d74bd,FILUSDT,15m,LONG,REJECTED,no_trades_generated,,0.0,0.0,0.0,0,0,0,False,False,,,sign_flip,
5c2a13f50d9d0ce49c1d493a5298a2aa94f6cc3e7d2da4f0bd0fe8a71539e242,C,d743dd97673d2cdc0d1500ade3128956c67790940f91f33db09cc5d8630d74bd,FILUSDT,15m,SHORT,REJECTED,no_trades_generated,,0.0,0.0,0.0,0,0,0,False,False,,,sign_flip,
ec5a211b3f3fe96caef12d864ad4f0038675a06bf06b2b006e54f2775d3ff847,C,d743dd97673d2cdc0d1500ade3128956c67790940f91f33db09cc5d8630d74bd,GALAUSDT,15m,LONG,REJECTED,no_trades_generated,,0.0,0.0,0.0,0,0,0,False,False,,,sign_flip,
519d83140303e76ecd3cdc5cd6776119b185cfb37f61c6f7a4e1ba30746ec1dc,C,d743dd97673d2cdc0d1500ade3128956c67790940f91f33db09cc5d8630d74bd,GALAUSDT,15m,SHORT,REJECTED,no_trades_generated,,0.0,0.0,0.0,0,0,0,False,False,,,sign_flip,
29bb03bd633d50bb7f0f5d6c4542edf6010400b230713b1b2beac573d1f62d86,C,d743dd97673d2cdc0d1500ade3128956c67790940f91f33db09cc5d8630d74bd,LINKUSDT,15m,LONG,REJECTED,no_trades_generated,,0.0,0.0,0.0,0,0,0,False,False,,,sign_flip,
a8e94926a0c771fbf67df6fb679b0433f9cef1b1facd49a77af054287b282b34,C,d743dd97673d2cdc0d1500ade3128956c67790940f91f33db09cc5d8630d74bd,LINKUSDT,15m,SHORT,REJECTED,no_trades_generated,,0.0,0.0,0.0,0,0,0,False,False,,,sign_flip,
3c8fd6b63a24df11e030d6d0abe25a11418e92b218ddc59ec92e03298187dea5,C,d743dd97673d2cdc0d1500ade3128956c67790940f91f33db09cc5d8630d74bd,SOLUSDT,15m,LONG,REJECTED,no_trades_generated,,0.0,0.0,0.0,0,0,0,False,False,,,sign_flip,
a9b7c6ce61ec817b6c1a1668d5f629949817e27934aa1ed271151a6e65b6d672,C,d743dd97673d2cdc0d1500ade3128956c67790940f91f33db09cc5d8630d74bd,SOLUSDT,15m,SHORT,REJECTED,no_trades_generated,,0.0,0.0,0.0,0,0,0,False,False,,,sign_flip,
928d3dc7e55fc42ea2b394901dd7092d394e264305bca56ebf7c3d080e2a0398,C,d743dd97673d2cdc0d1500ade3128956c67790940f91f33db09cc5d8630d74bd,XRPUSDT,15m,LONG,REJECTED,no_trades_generated,,0.0,0.0,0.0,0,0,0,False,False,,,sign_flip,
9c87d635579ca81876afd771b0c489296ca302ded8720062da999f51c525e46d,C,d743dd97673d2cdc0d1500ade3128956c67790940f91f33db09cc5d8630d74bd,XRPUSDT,15m,SHORT,REJECTED,no_trades_generated,,0.0,0.0,0.0,0,0,0,False,False,,,sign_flip,
