candidate_id,axis_id,alpha_hash,symbol,timeframe,intended_side_mode,status,reject_reason,blocker_reason,gross_bps,cost_bps,net_bps,trade_count,long_trade_count,short_trade_count,a1_pass,a2_pass
eb6bf7ac2edc90e0d86ba4201a1e3d9581cc2d92a34c4777684564c966f6b4b1,H,0971ee43d32308bb4611b1d4c0751699fade229785fce8a853c2055831a7e1d4,BTCUSDT,15m,LONG,REJECTED,no_trades_generated,,0.0,0.0,0.0,0,0,0,False,False
60185f0e83073274609bc9b37581174543a4eb9463ad960a458328271d8fad9f,H,0971ee43d32308bb4611b1d4c0751699fade229785fce8a853c2055831a7e1d4,BTCUSDT,15m,SHORT,REJECTED,no_trades_generated,,0.0,0.0,0.0,0,0,0,False,False
999dc702a2f60aa197077312a4fd355183842070c69a8c6ed30dbe2820f7fca3,H,0971ee43d32308bb4611b1d4c0751699fade229785fce8a853c2055831a7e1d4,ETHUSDT,15m,LONG,REJECTED,no_trades_generated,,0.0,0.0,0.0,0,0,0,False,False
30094c206b5132d9189c5a300f0d9a6196dabe6ecb5a1e4685fbd4adc1a5cf32,H,0971ee43d32308bb4611b1d4c0751699fade229785fce8a853c2055831a7e1d4,ETHUSDT,15m,SHORT,REJECTED,no_trades_generated,,0.0,0.0,0.0,0,0,0,False,False
bee5f72c01e1ffb62cfe08970d014c5dbccd3771a3e8cdc2dfd275deac429221,H,0971ee43d32308bb4611b1d4c0751699fade229785fce8a853c2055831a7e1d4,SOLUSDT,15m,LONG,REJECTED,no_trades_generated,,0.0,0.0,0.0,0,0,0,False,False
e755a63b5c26ec3bbdf179b8bf65191d544c942ced4a7f965fb404f5df82bf80,H,0971ee43d32308bb4611b1d4c0751699fade229785fce8a853c2055831a7e1d4,SOLUSDT,15m,SHORT,REJECTED,no_trades_generated,,0.0,0.0,0.0,0,0,0,False,False
b7b149aec2d96b17ba37da1771452f77bbf84391ba5767059ecae9ac9345ae5e,H,0e69751fe094e6b09d21a68287db8b7e38c2bf8290282b76d2fd9c51dcf987c9,BTCUSDT,15m,LONG,REJECTED,no_trades_generated,,0.0,0.0,0.0,0,0,0,False,False
e4387bd5f82eaf2adca6806d18078104ece2d3b8c849b07551daf18731a47805,H,0e69751fe094e6b09d21a68287db8b7e38c2bf8290282b76d2fd9c51dcf987c9,BTCUSDT,15m,SHORT,REJECTED,no_trades_generated,,0.0,0.0,0.0,0,0,0,False,False
2937c72a8d0a0af2dd481b9d2a28e316584ce874d6e4382546765fe1ef7e5ab9,H,0e69751fe094e6b09d21a68287db8b7e38c2bf8290282b76d2fd9c51dcf987c9,ETHUSDT,15m,LONG,REJECTED,no_trades_generated,,0.0,0.0,0.0,0,0,0,False,False
af26bc55faa55477aa4dfafe6841604ab19f1ee984ead50672fde6cd7e6b8755,H,0e69751fe094e6b09d21a68287db8b7e38c2bf8290282b76d2fd9c51dcf987c9,ETHUSDT,15m,SHORT,REJECTED,no_trades_generated,,0.0,0.0,0.0,0,0,0,False,False
ef67e50c7b5618da4f16012992f6c31ebc0ff01d3fc27a6669e39dad47018bec,H,0e69751fe094e6b09d21a68287db8b7e38c2bf8290282b76d2fd9c51dcf987c9,SOLUSDT,15m,LONG,REJECTED,no_trades_generated,,0.0,0.0,0.0,0,0,0,False,False
9e15d1156e9427e6ba072bb4b44d416daa312d0e750737ebbc7e53d908c792d6,H,0e69751fe094e6b09d21a68287db8b7e38c2bf8290282b76d2fd9c51dcf987c9,SOLUSDT,15m,SHORT,REJECTED,no_trades_generated,,0.0,0.0,0.0,0,0,0,False,False
ba42aecac666b24b59f1c8f266d4a4f2340a23c6115d802764953d2e62f00267,H,1abef2fc3499c6b111acbbc935d2947251f23a21bc51410750e0e0f5ec357a9a,BTCUSDT,15m,LONG,REJECTED,no_trades_generated,,0.0,0.0,0.0,0,0,0,False,False
9365be96d8f1b4c95072918ab422d2b64f40fb8191bd18ffd8bc0d2c1f8795f9,H,1abef2fc3499c6b111acbbc935d2947251f23a21bc51410750e0e0f5ec357a9a,BTCUSDT,15m,SHORT,REJECTED,no_trades_generated,,0.0,0.0,0.0,0,0,0,False,False
ced5ca927da6e2acf2af2f2998dd468d3ed3883e3fbf84297a97574577a4ab0b,H,1abef2fc3499c6b111acbbc935d2947251f23a21bc51410750e0e0f5ec357a9a,ETHUSDT,15m,LONG,REJECTED,no_trades_generated,,0.0,0.0,0.0,0,0,0,False,False
ecd178bdbf07b2e7afb620f29155008821c609a150d3d1f9badfa031a805b160,H,1abef2fc3499c6b111acbbc935d2947251f23a21bc51410750e0e0f5ec357a9a,ETHUSDT,15m,SHORT,REJECTED,no_trades_generated,,0.0,0.0,0.0,0,0,0,False,False
9306118acc7fea57c60c6b3772cc9dd68d28eb50827cddae348f1470a8c495b1,H,1abef2fc3499c6b111acbbc935d2947251f23a21bc51410750e0e0f5ec357a9a,SOLUSDT,15m,LONG,REJECTED,no_trades_generated,,0.0,0.0,0.0,0,0,0,False,False
2094ad6f0ec44fef320f02cf369607fef9798de5de0b0518d02785f63ef83f2c,H,1abef2fc3499c6b111acbbc935d2947251f23a21bc51410750e0e0f5ec357a9a,SOLUSDT,15m,SHORT,REJECTED,no_trades_generated,,0.0,0.0,0.0,0,0,0,False,False
